E08000012,Liverpool," 50,393 "," 48,026 "," 54,758 "," 54,314 ",24.3,23.1,26.4,26.2
E08000013,St. Helens," 28,023 "," 24,653 "," 15,993 "," 12,344 ",34.6,30.4,19.7,15.2
E08000014,Sefton," 46,426 "," 36,410 "," 17,735 "," 22,502 ",37.7,29.6,14.4,18.3
E08000015,Wirral," 51,333 "," 42,668 "," 22,065 "," 27,186 ",35.8,29.8,15.4,19.0
E08000016,Barnsley," 35,620 "," 32,255 "," 21,294 "," 18,884 ",33.0,29.9,19.7,17.5
E08000017,Doncaster," 44,881 "," 39,565 "," 22,694 "," 26,340 ",33.6,29.6,17.0,19.7
E08000018,Rotherham," 38,318 "," 34,645 "," 23,545 "," 17,418 ",33.6,30.4,20.7,15.3
E08000019,Sheffield," 71,903 "," 64,050 "," 52,334 "," 43,661 ",31.0,27.6,22.6,18.8
E08000021,Newcastle upon Tyne," 30,707 "," 30,349 "," 33,476 "," 28,265 ",25.0,24.7,27.3,23.0
E08000022,North Tyneside," 31,038 "," 30,737 "," 19,765 "," 14,692 ",32.3,31.9,20.5,15.3
E08000023,South Tyneside," 20,503 "," 18,488 "," 20,208 "," 9,089 ",30.0,27.1,29.6,13.3
E08000024,Sunderland," 38,312 "," 33,164 "," 32,554 "," 18,147 ",31.4,27.1,26.6,14.9
E08000025,Birmingham," 114,970 "," 111,687 "," 99,499 "," 97,299 ",27.2,26.4,23.5,23.0
E08000026,Coventry," 40,278 "," 37,690 "," 22,766 "," 33,406 ",30.0,28.1,17.0,24.9
E08000027,Dudley," 51,133 "," 40,538 "," 26,021 "," 19,377 ",37.3,29.6,19.0,14.1
E08000028,Sandwell," 35,924 "," 34,711 "," 34,612 "," 24,999 ",27.6,26.7,26.6,19.2
E08000029,Solihull," 35,054 "," 30,294 "," 12,532 "," 11,602 ",39.2,33.9,14.0,13.0
E08000030,Walsall," 36,296 "," 30,850 "," 26,576 "," 18,504 ",32.3,27.5,23.7,16.5
E08000031,Wolverhampton," 31,345 "," 26,910 "," 26,484 "," 20,403 ",29.8,25.6,25.2,19.4
E08000032,Bradford," 66,875 "," 63,741 "," 30,731 "," 48,520 ",31.9,30.4,14.6,23.1
E08000033,Calderdale," 31,269 "," 27,536 "," 13,170 "," 18,501 ",34.6,30.4,14.6,20.4
E08000034,Kirklees," 62,352 "," 54,932 "," 26,288 "," 34,417 ",35.0,30.9,14.8,19.3
E08000035,Leeds," 95,452 "," 101,079 "," 69,742 "," 75,193 ",28.0,29.6,20.4,22.0
E08000036,Wakefield," 48,566 "," 48,460 "," 33,188 "," 22,861 ",31.7,31.7,21.7,14.9
E08000037,Gateshead," 27,161 "," 24,798 "," 22,334 "," 14,706 ",30.5,27.9,25.1,16.5
E09000001,City of London," 1,114 ", 692 , 730 ," 2,378 ",22.7,14.1,14.9,48.4
E09000002,Barking and Dagenham," 11,130 "," 21,463 "," 23,273 "," 18,036 ",15.1,29.0,31.5,24.4
E09000003,Barnet," 39,083 "," 40,957 "," 20,034 "," 48,843 ",26.2,27.5,13.5,32.8
E09000004,Bexley," 31,210 "," 35,470 "," 13,977 "," 14,643 ",32.7,37.2,14.7,15.4
E09000005,Brent," 23,933 "," 23,906 "," 27,876 "," 42,897 ",20.2,20.2,23.5,36.2
E09000006,Bromley," 44,794 "," 49,400 "," 17,926 "," 23,708 ",33.0,36.4,13.2,17.5
E09000007,Camden," 14,780 "," 13,442 "," 31,250 "," 33,286 ",15.9,14.5,33.7,35.9
E09000008,Croydon," 36,992 "," 48,858 "," 27,371 "," 39,724 ",24.2,31.9,17.9,26.0
E09000009,Ealing," 30,275 "," 34,197 "," 23,382 "," 45,803 ",22.7,25.6,17.5,34.3
E09000010,Enfield," 31,740 "," 32,926 "," 20,573 "," 35,684 ",26.2,27.2,17.0,29.5
E09000011,Greenwich," 18,473 "," 30,925 "," 35,327 "," 29,326 ",16.2,27.1,31.0,25.7
E09000012,Hackney," 10,263 "," 18,467 "," 42,945 "," 34,406 ",9.7,17.4,40.5,32.4
E09000013,Hammersmith and Fulham," 12,483 "," 14,815 "," 24,231 "," 29,715 ",15.4,18.2,29.8,36.6
E09000014,Haringey," 18,141 "," 22,707 "," 26,474 "," 37,769 ",17.3,21.6,25.2,35.9
E09000015,Harrow," 26,947 "," 26,750 "," 9,298 "," 26,647 ",30.1,29.8,10.4,29.7
E09000016,Havering," 34,918 "," 36,437 "," 13,807 "," 16,114 ",34.5,36.0,13.6,15.9
E09000017,Hillingdon," 28,994 "," 34,210 "," 17,613 "," 28,411 ",26.5,31.3,16.1,26.0
E09000018,Hounslow," 21,761 "," 27,508 "," 21,618 "," 32,074 ",21.1,26.7,21.0,31.2
E09000019,Islington," 11,151 "," 16,169 "," 38,787 "," 30,389 ",11.6,16.8,40.2,31.5
E09000020,Kensington and Chelsea," 13,301 "," 8,566 "," 18,430 "," 26,587 ",19.9,12.8,27.6,39.8
E09000021,Kingston upon Thames," 18,519 "," 21,878 "," 7,244 "," 17,987 ",28.2,33.3,11.0,27.4
E09000022,Lambeth," 16,180 "," 30,730 "," 45,243 "," 42,535 ",12.0,22.8,33.6,31.6
E09000023,Lewisham," 18,853 "," 34,321 "," 35,753 "," 33,466 ",15.4,28.0,29.2,27.3
E09000024,Merton," 20,695 "," 25,642 "," 11,599 "," 23,790 ",25.3,31.4,14.2,29.1
E09000025,Newham," 14,695 "," 23,623 "," 32,390 "," 44,803 ",12.7,20.5,28.0,38.8
E09000026,Redbridge," 27,956 "," 32,248 "," 11,707 "," 31,803 ",27.0,31.1,11.3,30.7
E09000027,Richmond upon Thames," 24,535 "," 26,386 "," 9,752 "," 20,031 ",30.4,32.7,12.1,24.8
E09000028,Southwark," 13,879 "," 27,052 "," 51,991 "," 37,898 ",10.6,20.7,39.7,29.0
E09000029,Sutton," 23,400 "," 30,536 "," 11,667 "," 16,744 ",28.4,37.1,14.2,20.3
E09000030,Tower Hamlets," 9,424 "," 21,602 "," 43,237 "," 46,276 ",7.8,17.9,35.9,38.4
E09000031,Waltham Forest," 20,817 "," 31,239 "," 22,099 "," 28,746 ",20.2,30.4,21.5,27.9
E09000032,Wandsworth," 24,410 "," 36,424 "," 26,544 "," 50,014 ",17.8,26.5,19.3,36.4
E09000033,Westminster," 15,213 "," 11,444 "," 26,810 "," 41,349 ",16.0,12.1,28.3,43.6
W06000001,Isle of Anglesey," 13,756 "," 7,351 "," 4,820 "," 4,897 ",44.6,23.8,15.6,15.9
W06000002,Gwynedd," 22,214 "," 11,364 "," 8,557 "," 8,970 ",43.5,22.2,16.7,17.6
W06000003,Conwy," 22,759 "," 13,258 "," 6,257 "," 9,961 ",43.6,25.4,12.0,19.1
W06000004,Denbighshire," 16,828 "," 11,346 "," 5,648 "," 8,565 ",39.7,26.8,13.3,20.2
W06000005,Flintshire," 25,945 "," 22,381 "," 9,714 "," 8,871 ",38.8,33.4,14.5,13.3
W06000006,Wrexham," 19,947 "," 16,453 "," 12,161 "," 9,354 ",34.4,28.4,21.0,16.2
W06000008,Ceredigion," 14,798 "," 6,474 "," 3,239 "," 6,380 ",47.9,21.0,10.5,20.7
W06000009,Pembrokeshire," 24,647 "," 12,697 "," 8,994 "," 9,149 ",44.4,22.9,16.2,16.5
W06000010,Carmarthenshire," 35,629 "," 22,145 "," 11,698 "," 12,287 ",43.6,27.1,14.3,15.0
W06000011,Swansea," 37,162 "," 28,539 "," 20,045 "," 19,216 ",35.4,27.2,19.1,18.3
W06000012,Neath Port Talbot," 23,850 "," 17,760 "," 11,999 "," 8,768 ",38.2,28.5,19.2,14.1
W06000013,Bridgend," 23,670 "," 20,427 "," 8,674 "," 9,589 ",38.0,32.8,13.9,15.4
W06000014,Vale of Glamorgan," 22,052 "," 19,366 "," 7,023 "," 9,008 ",38.4,33.7,12.2,15.7
W06000015,Cardiff," 42,072 "," 43,794 "," 25,278 "," 36,189 ",28.6,29.7,17.2,24.6
W06000016,Rhondda Cynon Taf," 39,686 "," 31,116 "," 14,175 "," 18,362 ",38.4,30.1,13.7,17.8
W06000018,Caerphilly," 27,449 "," 24,281 "," 14,323 "," 10,202 ",36.0,31.8,18.8,13.4
W06000019,Blaenau Gwent," 10,564 "," 7,694 "," 7,194 "," 4,888 ",34.8,25.4,23.7,16.1
W06000020,Torfaen," 13,952 "," 12,186 "," 9,575 "," 4,528 ",34.7,30.3,23.8,11.3
W06000021,Monmouthshire," 17,738 "," 11,838 "," 5,743 "," 5,603 ",43.3,28.9,14.0,13.7
W06000022,Newport," 20,172 "," 21,861 "," 12,864 "," 11,157 ",30.5,33.1,19.5,16.9
W06000023,Powys," 28,098 "," 12,737 "," 8,481 "," 10,866 ",46.7,21.2,14.1,18.1
W06000024,Merthyr Tydfil," 9,101 "," 7,045 "," 5,626 "," 4,011 ",35.3,27.3,21.8,15.6
